v1,v2,v3
-0.872,0.272,0.372
-0.872,0.268,0.364
-0.86,0.272,0.36
-0.872,0.284,0.36
-0.888,0.272,0.376
-0.888,0.264,0.372
-0.884,0.268,0.376
-0.88,0.276,0.372
-0.876,0.296,0.36
-0.88,0.288,0.368
-0.876,0.264,0.376
-0.884,0.272,0.376
-0.888,0.28,0.368
-0.872,0.288,0.376
-0.872,0.272,0.372
-0.868,0.276,0.372
-0.88,0.272,0.372
-0.884,0.272,0.376
-0.888,0.28,0.372
-0.884,0.304,0.36
-0.88,0.308,0.372
-0.876,0.28,0.36
-0.884,0.268,0.372
-0.888,0.264,0.372
-0.884,0.288,0.364
-0.884,0.292,0.368
-0.88,0.28,0.376
-0.88,0.264,0.364
-0.88,0.264,0.376
-0.884,0.272,0.364
-0.888,0.272,0.372
-0.876,0.272,0.356
-0.884,0.276,0.364
-0.884,0.272,0.364
-0.884,0.276,0.368
-0.884,0.292,0.356
-0.88,0.28,0.36
-0.872,0.272,0.36
-0.872,0.276,0.356
-0.884,0.28,0.356
